"date","state","party","amt"
"2020-06-05","IA","R",4016
"2020-06-05","KS","D",8759
"2020-06-05","KS","R",3889
"2020-06-05","KY","D",12005
"2020-06-05","KY","R",5841
"2020-06-05","LA","D",11601
"2020-06-05","LA","R",6640
"2020-06-05","ME","D",7130
"2020-06-05","ME","R",2210
"2020-06-05","MD","D",35872
"2020-06-05","MD","R",4833
"2020-06-05","MA","D",52650
"2020-06-05","MA","R",5309
"2020-06-05","MI","D",42419
"2020-06-05","MI","R",15252
"2020-06-05","MN","D",24460
"2020-06-05","MN","R",6621
"2020-06-05","MS","D",4458
"2020-06-05","MS","R",4676
"2020-06-05","MO","D",19215
"2020-06-05","MO","R",8109
"2020-06-05","MT","D",3706
"2020-06-05","MT","R",2213
"2020-06-05","NE","D",5352
"2020-06-05","NE","R",2678
"2020-06-05","NV","D",12277
"2020-06-05","NV","R",5152
"2020-06-05","NH","D",7170
"2020-06-05","NH","R",2202
"2020-06-05","NJ","D",47355
"2020-06-05","NJ","R",8597
"2020-06-05","NM","D",8208
"2020-06-05","NM","R",3193
"2020-06-05","NY","D",151497
"2020-06-05","NY","R",17415
"2020-06-05","NC","D",40823
"2020-06-05","NC","R",14087
"2020-06-05","ND","D",1502
"2020-06-05","ND","R",1582
"2020-06-05","OH","D",40881
"2020-06-05","OH","R",16740
"2020-06-05","OK","D",8578
"2020-06-05","OK","R",6005
"2020-06-05","OR","D",30563
"2020-06-05","OR","R",5068
"2020-06-05","PA","D",58578
"2020-06-05","PA","R",17942
"2020-06-05","RI","D",6475
"2020-06-05","RI","R",1463
"2020-06-05","SC","D",14005
"2020-06-05","SC","R",7097
"2020-06-05","SD","D",1622
"2020-06-05","SD","R",1560
"2020-06-05","TN","D",20544
"2020-06-05","TN","R",9934
"2020-06-05","TX","D",94546
"2020-06-05","TX","R",42414
"2020-06-05","UT","D",12562
"2020-06-05","UT","R",3703
"2020-06-05","VT","D",4666
"2020-06-05","VT","R",1140
"2020-06-05","VA","D",42077
"2020-06-05","VA","R",9464
"2020-06-05","DC","D",13857
"2020-06-05","DC","R",1614
"2020-06-05","WA","D",50721
"2020-06-05","WA","R",9111
"2020-06-05","WV","D",3374
"2020-06-05","WV","R",2822
"2020-06-05","WI","D",19282
"2020-06-05","WI","R",6181
"2020-06-05","WY","D",1433
"2020-06-05","WY","R",1650
"2020-06-06","AL","D",6306
"2020-06-06","AL","R",7743
"2020-06-06","AK","D",1800
"2020-06-06","AK","R",1572
"2020-06-06","AZ","D",18782
"2020-06-06","AZ","R",9352
"2020-06-06","AR","D",4234
"2020-06-06","AR","R",4443
"2020-06-06","CA","D",158503
"2020-06-06","CA","R",30972
"2020-06-06","CO","D",23616
"2020-06-06","CO","R",5470
"2020-06-06","CT","D",14907
"2020-06-06","CT","R",3007
"2020-06-06","DE","D",3407
"2020-06-06","DE","R",1476
"2020-06-06","FL","D",53062
"2020-06-06","FL","R",32234
"2020-06-06","GA","D",25740
"2020-06-06","GA","R",12578
"2020-06-06","HI","D",3946
"2020-06-06","HI","R",1680
"2020-06-06","ID","D",3318
"2020-06-06","ID","R",2681
"2020-06-06","IL","D",36709
"2020-06-06","IL","R",11650
"2020-06-06","IN","D",12421
"2020-06-06","IN","R",8483
"2020-06-06","IA","D",5774
"2020-06-06","IA","R",4164
"2020-06-06","KS","D",5726
"2020-06-06","KS","R",3873
"2020-06-06","KY","D",7880
"2020-06-06","KY","R",6082
"2020-06-06","LA","D",6878
"2020-06-06","LA","R",5524
"2020-06-06","ME","D",5135
"2020-06-06","ME","R",2184
"2020-06-06","MD","D",23523
"2020-06-06","MD","R",4197
"2020-06-06","MA","D",36117
"2020-06-06","MA","R",4380
"2020-06-06","MI","D",30609
"2020-06-06","MI","R",13534
"2020-06-06","MN","D",15043
"2020-06-06","MN","R",6646
"2020-06-06","MS","D",2834
"2020-06-06","MS","R",4154
"2020-06-06","MO","D",12501
"2020-06-06","MO","R",8067
"2020-06-06","MT","D",2558
"2020-06-06","MT","R",2014
"2020-06-06","NE","D",3406
"2020-06-06","NE","R",2817
"2020-06-06","NV","D",7325
"2020-06-06","NV","R",4036
"2020-06-06","NH","D",5064
"2020-06-06","NH","R",1996
"2020-06-06","NJ","D",29814
"2020-06-06","NJ","R",7127
"2020-06-06","NM","D",5409
"2020-06-06","NM","R",2604
"2020-06-06","NY","D",94998
"2020-06-06","NY","R",14317
"2020-06-06","NC","D",25942
"2020-06-06","NC","R",11320
"2020-06-06","ND","D",950
"2020-06-06","ND","R",1615
"2020-06-06","OH","D",25948
"2020-06-06","OH","R",15154
"2020-06-06","OK","D",5413
"2020-06-06","OK","R",5283
"2020-06-06","OR","D",20915
"2020-06-06","OR","R",4523
"2020-06-06","PA","D",38917
"2020-06-06","PA","R",14853
"2020-06-06","RI","D",4424
"2020-06-06","RI","R",1362
"2020-06-06","SC","D",8876
"2020-06-06","SC","R",6212
"2020-06-06","SD","D",1042
"2020-06-06","SD","R",1666
"2020-06-06","TN","D",12764
"2020-06-06","TN","R",8730
"2020-06-06","TX","D",55516
"2020-06-06","TX","R",34688
"2020-06-06","UT","D",7509
"2020-06-06","UT","R",3465
"2020-06-06","VT","D",3333
"2020-06-06","VT","R",1122
"2020-06-06","VA","D",27092
"2020-06-06","VA","R",8094
"2020-06-06","DC","D",9033
"2020-06-06","DC","R",13763
"2020-06-06","WA","D",33704
"2020-06-06","WA","R",7675
"2020-06-06","WV","D",2391
"2020-06-06","WV","R",2792
"2020-06-06","WI","D",13000
"2020-06-06","WI","R",6381
"2020-06-06","WY","D",947
"2020-06-06","WY","R",1394
"2020-06-07","AL","D",4838
"2020-06-07","AL","R",7010
"2020-06-07","AK","D",1304
"2020-06-07","AK","R",1447
"2020-06-07","AZ","D",13455
"2020-06-07","AZ","R",7672
"2020-06-07","AR","D",3156
"2020-06-07","AR","R",4049
"2020-06-07","CA","D",110247
"2020-06-07","CA","R",25870
"2020-06-07","CO","D",16941
"2020-06-07","CO","R",4760
"2020-06-07","CT","D",11053
"2020-06-07","CT","R",2888
"2020-06-07","DE","D",2575
"2020-06-07","DE","R",1406
"2020-06-07","FL","D",37894
"2020-06-07","FL","R",27706
"2020-06-07","GA","D",19741
"2020-06-07","GA","R",10726
"2020-06-07","HI","D",2766
"2020-06-07","HI","R",1512
"2020-06-07","ID","D",2451
"2020-06-07","ID","R",2509
"2020-06-07","IL","D",26229
"2020-06-07","IL","R",10364
"2020-06-07","IN","D",9005
"2020-06-07","IN","R",7640
"2020-06-07","IA","D",4272
"2020-06-07","IA","R",3769
"2020-06-07","KS","D",4339
"2020-06-07","KS","R",3601
"2020-06-07","KY","D",5920
"2020-06-07","KY","R",5622
"2020-06-07","LA","D",5288
"2020-06-07","LA","R",5030
"2020-06-07","ME","D",4032
"2020-06-07","ME","R",2075
"2020-06-07","MD","D",18184
"2020-06-07","MD","R",3860
"2020-06-07","MA","D",26687
"2020-06-07","MA","R",4103
"2020-06-07","MI","D",16587
"2020-06-07","MI","R",11596
"2020-06-07","MN","D",11091
"2020-06-07","MN","R",6020
"2020-06-07","MS","D",2247
"2020-06-07","MS","R",3809
"2020-06-07","MO","D",9415
"2020-06-07","MO","R",7368
"2020-06-07","MT","D",1947
"2020-06-07","MT","R",1945
"2020-06-07","NE","D",2499
"2020-06-07","NE","R",2653
"2020-06-07","NV","D",5113
"2020-06-07","NV","R",3582
"2020-06-07","NH","D",3837
"2020-06-07","NH","R",1810
"2020-06-07","NJ","D",21232
"2020-06-07","NJ","R",6422
"2020-06-07","NM","D",4060
"2020-06-07","NM","R",2382
"2020-06-07","NY","D",64019
"2020-06-07","NY","R",12469
"2020-06-07","NC","D",19524
"2020-06-07","NC","R",9982
"2020-06-07","ND","D",666
"2020-06-07","ND","R",1550
"2020-06-07","OH","D",18838
"2020-06-07","OH","R",12811
"2020-06-07","OK","D",4073
"2020-06-07","OK","R",4857
"2020-06-07","OR","D",15402
"2020-06-07","OR","R",4153
"2020-06-07","PA","D",27029
"2020-06-07","PA","R",12494
"2020-06-07","RI","D",3184
"2020-06-07","RI","R",1326
"2020-06-07","SC","D",6728
"2020-06-07","SC","R",5619
"2020-06-07","SD","D",799
"2020-06-07","SD","R",1624
"2020-06-07","TN","D",9413
"2020-06-07","TN","R",7791
"2020-06-07","TX","D",41356
"2020-06-07","TX","R",30388
"2020-06-07","UT","D",5213
"2020-06-07","UT","R",3232
"2020-06-07","VT","D",2589
"2020-06-07","VT","R",1122
"2020-06-07","VA","D",20462
"2020-06-07","VA","R",7254
"2020-06-07","DC","D",6495
"2020-06-07","DC","R",14769
"2020-06-07","WA","D",24831
"2020-06-07","WA","R",6723
"2020-06-07","WV","D",1745
"2020-06-07","WV","R",2598
"2020-06-07","WI","D",8799
"2020-06-07","WI","R",5727
"2020-06-07","WY","D",695
"2020-06-07","WY","R",1352
"2020-06-08","AL","D",3462
"2020-06-08","AL","R",7079
"2020-06-08","AK","D",928
"2020-06-08","AK","R",1557
"2020-06-08","AZ","D",9293
"2020-06-08","AZ","R",8618
"2020-06-08","AR","D",2202
"2020-06-08","AR","R",4162
"2020-06-08","CA","D",79793
"2020-06-08","CA","R",28681
"2020-06-08","CO","D",11537
"2020-06-08","CO","R",5237
"2020-06-08","CT","D",7258
"2020-06-08","CT","R",3154
"2020-06-08","DE","D",1755
"2020-06-08","DE","R",1456
"2020-06-08","FL","D",25784
"2020-06-08","FL","R",29762
"2020-06-08","GA","D",14206
"2020-06-08","GA","R",11314
"2020-06-08","HI","D",1842
"2020-06-08","HI","R",1640
"2020-06-08","ID","D",1718
"2020-06-08","ID","R",2717
"2020-06-08","IL","D",18220
"2020-06-08","IL","R",11074
"2020-06-08","IN","D",6265
"2020-06-08","IN","R",7830
"2020-06-08","IA","D",2970
"2020-06-08","IA","R",3735
"2020-06-08","KS","D",3032
"2020-06-08","KS","R",3720
"2020-06-08","KY","D",3994
"2020-06-08","KY","R",5505
"2020-06-08","LA","D",3815
"2020-06-08","LA","R",5522
"2020-06-08","ME","D",2764
"2020-06-08","ME","R",2171
"2020-06-08","MD","D",12263
"2020-06-08","MD","R",4213
"2020-06-08","MA","D",17873
"2020-06-08","MA","R",4875
"2020-06-08","MI","D",11564
"2020-06-08","MI","R",11982
"2020-06-08","MN","D",7831
"2020-06-08","MN","R",6117
"2020-06-08","MS","D",1622
"2020-06-08","MS","R",4012
"2020-06-08","MO","D",6645
"2020-06-08","MO","R",7538
"2020-06-08","MT","D",1434
"2020-06-08","MT","R",2021
"2020-06-08","NE","D",1749
"2020-06-08","NE","R",2693
"2020-06-08","NV","D",3534
"2020-06-08","NV","R",3958
"2020-06-08","NH","D",2637
"2020-06-08","NH","R",1942
"2020-06-08","NJ","D",14048
"2020-06-08","NJ","R",7389
"2020-06-08","NM","D",2747
"2020-06-08","NM","R",2466
"2020-06-08","NY","D",43011
"2020-06-08","NY","R",14444
"2020-06-08","NC","D",14010
"2020-06-08","NC","R",10368
"2020-06-08","ND","D",455
"2020-06-08","ND","R",1536
"2020-06-08","OH","D",12965
"2020-06-08","OH","R",12760
"2020-06-08","OK","D",2813
"2020-06-08","OK","R",4992
"2020-06-08","OR","D",10784
"2020-06-08","OR","R",4536
"2020-06-08","PA","D",18377
"2020-06-08","PA","R",12762
"2020-06-08","RI","D",2035
"2020-06-08","RI","R",1408
"2020-06-08","SC","D",4829
"2020-06-08","SC","R",6041
"2020-06-08","SD","D",543
"2020-06-08","SD","R",1584
"2020-06-08","TN","D",6596
"2020-06-08","TN","R",8192
"2020-06-08","TX","D",28117
"2020-06-08","TX","R",31336
"2020-06-08","UT","D",3687
"2020-06-08","UT","R",3558
"2020-06-08","VT","D",1836
"2020-06-08","VT","R",1129
"2020-06-08","VA","D",14069
"2020-06-08","VA","R",7824
"2020-06-08","DC","D",4560
"2020-06-08","DC","R",9893
"2020-06-08","WA","D",17316
"2020-06-08","WA","R",7748
"2020-06-08","WV","D",1195
"2020-06-08","WV","R",2567
"2020-06-08","WI","D",6354
"2020-06-08","WI","R",5723
"2020-06-08","WY","D",485
"2020-06-08","WY","R",1386
"2020-06-09","AL","D",1472
"2020-06-09","AL","R",6164
"2020-06-09","AK","D",457
"2020-06-09","AK","R",1511
"2020-06-09","AZ","D",4188
"2020-06-09","AZ","R",8322
"2020-06-09","AR","D",1023
"2020-06-09","AR","R",3814
"2020-06-09","CA","D",34202
"2020-06-09","CA","R",29578
"2020-06-09","CO","D",5234
"2020-06-09","CO","R",5117
"2020-06-09","CT","D",3351
"2020-06-09","CT","R",2766
"2020-06-09","DE","D",784
"2020-06-09","DE","R",1330
"2020-06-09","FL","D",12339
"2020-06-09","FL","R",25982
"2020-06-09","GA","D",5949
"2020-06-09","GA","R",9845
"2020-06-09","HI","D",872
"2020-06-09","HI","R",1550
"2020-06-09","ID","D",831
"2020-06-09","ID","R",2606
"2020-06-09","IL","D",7695
"2020-06-09","IL","R",9702
"2020-06-09","IN","D",2884
"2020-06-09","IN","R",6680
"2020-06-09","IA","D",1412
"2020-06-09","IA","R",3098
"2020-06-09","KS","D",1405
"2020-06-09","KS","R",3258
"2020-06-09","KY","D",1873
"2020-06-09","KY","R",4488
"2020-06-09","LA","D",1539
"2020-06-09","LA","R",4923
"2020-06-09","ME","D",1336
"2020-06-09","ME","R",1882
"2020-06-09","MD","D",5445
"2020-06-09","MD","R",3824
"2020-06-09","MA","D",7964
"2020-06-09","MA","R",4515
"2020-06-09","MI","D",6189
"2020-06-09","MI","R",9704
"2020-06-09","MN","D",3563
"2020-06-09","MN","R",4978
"2020-06-09","MS","D",638
"2020-06-09","MS","R",3586
"2020-06-09","MO","D",2957
"2020-06-09","MO","R",6456
"2020-06-09","MT","D",665
"2020-06-09","MT","R",1904
"2020-06-09","NE","D",822
"2020-06-09","NE","R",2363
"2020-06-09","NV","D",1503
"2020-06-09","NV","R",3667
"2020-06-09","NH","D",1224
"2020-06-09","NH","R",1770
"2020-06-09","NJ","D",6404
"2020-06-09","NJ","R",6755
"2020-06-09","NM","D",1258
"2020-06-09","NM","R",2401
"2020-06-09","NY","D",18438
"2020-06-09","NY","R",13744
"2020-06-09","NC","D",6802
"2020-06-09","NC","R",9107
"2020-06-09","ND","D",222
"2020-06-09","ND","R",1387
"2020-06-09","OH","D",5926
"2020-06-09","OH","R",10426
"2020-06-09","OK","D",1314
"2020-06-09","OK","R",4485
"2020-06-09","OR","D",4882
"2020-06-09","OR","R",4359
"2020-06-09","PA","D",8937
"2020-06-09","PA","R",10694
"2020-06-09","RI","D",950
"2020-06-09","RI","R",1308
"2020-06-09","SC","D",2166
"2020-06-09","SC","R",5377
"2020-06-09","SD","D",261
"2020-06-09","SD","R",1381
"2020-06-09","TN","D",2920
"2020-06-09","TN","R",7753
"2020-06-09","TX","D",12307
"2020-06-09","TX","R",28542
"2020-06-09","UT","D",1700
"2020-06-09","UT","R",3241
"2020-06-09","VT","D",891
"2020-06-09","VT","R",1104
"2020-06-09","VA","D",6352
"2020-06-09","VA","R",7239
"2020-06-09","DC","D",1804
"2020-06-09","DC","R",1040
"2020-06-09","WA","D",7784
"2020-06-09","WA","R",7621
"2020-06-09","WV","D",588
"2020-06-09","WV","R",2240
"2020-06-09","WI","D",3142
"2020-06-09","WI","R",4535
"2020-06-09","WY","D",225
"2020-06-09","WY","R",1386
"2020-06-10","AL","D",1359
"2020-06-10","AL","R",5324
"2020-06-10","AK","D",442
"2020-06-10","AK","R",1336
"2020-06-10","AZ","D",4322
"2020-06-10","AZ","R",7013
"2020-06-10","AR","D",961
"2020-06-10","AR","R",3300
"2020-06-10","CA","D",33214
"2020-06-10","CA","R",23356
"2020-06-10","CO","D",5318
"2020-06-10","CO","R",4346
"2020-06-10","CT","D",2830
"2020-06-10","CT","R",2358
"2020-06-10","DE","D",692
"2020-06-10","DE","R",1228
"2020-06-10","FL","D",11055
"2020-06-10","FL","R",22427
"2020-06-10","GA","D",5048
"2020-06-10","GA","R",8824
"2020-06-10","HI","D",813
"2020-06-10","HI","R",1341
"2020-06-10","ID","D",840
"2020-06-10","ID","R",2219
"2020-06-10","IL","D",7518
"2020-06-10","IL","R",8227
"2020-06-10","IN","D",2683
"2020-06-10","IN","R",5747
"2020-06-10","IA","D",1476
"2020-06-10","IA","R",2871
"2020-06-10","KS","D",1396
"2020-06-10","KS","R",2835
"2020-06-10","KY","D",1730
"2020-06-10","KY","R",3987
"2020-06-10","LA","D",1271
"2020-06-10","LA","R",4291
"2020-06-10","ME","D",1266
"2020-06-10","ME","R",1703
"2020-06-10","MD","D",4559
"2020-06-10","MD","R",3255
"2020-06-10","MA","D",7193
"2020-06-10","MA","R",3766
"2020-06-10","MI","D",5687
"2020-06-10","MI","R",8638
"2020-06-10","MN","D",3662
"2020-06-10","MN","R",4357
"2020-06-10","MS","D",533
"2020-06-10","MS","R",3123
"2020-06-10","MO","D",2811
"2020-06-10","MO","R",5545
"2020-06-10","MT","D",674
"2020-06-10","MT","R",1630
"2020-06-10","NE","D",839
"2020-06-10","NE","R",2136
"2020-06-10","NV","D",1464
"2020-06-10","NV","R",3103
"2020-06-10","NH","D",1176
"2020-06-10","NH","R",1632
"2020-06-10","NJ","D",5205
"2020-06-10","NJ","R",5521
"2020-06-10","NM","D",1308
"2020-06-10","NM","R",2093
"2020-06-10","NY","D",15503
"2020-06-10","NY","R",11083
"2020-06-10","NC","D",6069
"2020-06-10","NC","R",8133
"2020-06-10","ND","D",226
"2020-06-10","ND","R",1286
"2020-06-10","OH","D",5278
"2020-06-10","OH","R",9340
"2020-06-10","OK","D",1251
"2020-06-10","OK","R",3852
"2020-06-10","OR","D",5072
"2020-06-10","OR","R",3604
"2020-06-10","PA","D",7773
"2020-06-10","PA","R",9571
"2020-06-10","RI","D",792
"2020-06-10","RI","R",1182
"2020-06-10","SC","D",2004
"2020-06-10","SC","R",4753
"2020-06-10","SD","D",279
"2020-06-10","SD","R",1272
"2020-06-10","TN","D",2741
"2020-06-10","TN","R",6639
"2020-06-10","TX","D",11179
"2020-06-10","TX","R",24461
"2020-06-10","UT","D",1694
"2020-06-10","UT","R",2649
"2020-06-10","VT","D",860
"2020-06-10","VT","R",1044
"2020-06-10","VA","D",5538
"2020-06-10","VA","R",6064
"2020-06-10","DC","D",1481
"2020-06-10","DC","R",1000
"2020-06-10","WA","D",8064
"2020-06-10","WA","R",6100
"2020-06-10","WV","D",568
"2020-06-10","WV","R",2089
"2020-06-10","WI","D",3113
"2020-06-10","WI","R",4151
"2020-06-10","WY","D",239
"2020-06-10","WY","R",1242
"2020-06-11","AL","D",1543
"2020-06-11","AL","R",5387
"2020-06-11","AK","D",496
"2020-06-11","AK","R",1340
"2020-06-11","AZ","D",5502
"2020-06-11","AZ","R",7595
"2020-06-11","AR","D",1104
"2020-06-11","AR","R",3281
"2020-06-11","CA","D",35595
"2020-06-11","CA","R",23946
"2020-06-11","CO","D",5734
"2020-06-11","CO","R",4493
"2020-06-11","CT","D",3362
"2020-06-11","CT","R",2448
"2020-06-11","DE","D",925
"2020-06-11","DE","R",1259
"2020-06-11","FL","D",13839
"2020-06-11","FL","R",25258
"2020-06-11","GA","D",5736
"2020-06-11","GA","R",10079
"2020-06-11","HI","D",913
"2020-06-11","HI","R",1357
"2020-06-11","ID","D",949
"2020-06-11","ID","R",2279
"2020-06-11","IL","D",8313
"2020-06-11","IL","R",8032
"2020-06-11","IN","D",3153
"2020-06-11","IN","R",5748
"2020-06-11","IA","D",1826
"2020-06-11","IA","R",2963
"2020-06-11","KS","D",1651
"2020-06-11","KS","R",2810
"2020-06-11","KY","D",2120
"2020-06-11","KY","R",4059
"2020-06-11","LA","D",1412
"2020-06-11","LA","R",4384
"2020-06-11","ME","D",1584
"2020-06-11","ME","R",1763
"2020-06-11","MD","D",5364
"2020-06-11","MD","R",3435
"2020-06-11","MA","D",8175
"2020-06-11","MA","R",3800
"2020-06-11","MI","D",7118
"2020-06-11","MI","R",9515
"2020-06-11","MN","D",4096
"2020-06-11","MN","R",4449
"2020-06-11","MS","D",611
"2020-06-11","MS","R",3117
"2020-06-11","MO","D",3325
"2020-06-11","MO","R",5485
"2020-06-11","MT","D",716
"2020-06-11","MT","R",1628
"2020-06-11","NE","D",943
"2020-06-11","NE","R",2055
"2020-06-11","NV","D",1776
"2020-06-11","NV","R",3464
"2020-06-11","NH","D",1448
"2020-06-11","NH","R",1695
"2020-06-11","NJ","D",6007
"2020-06-11","NJ","R",5732
"2020-06-11","NM","D",1551
"2020-06-11","NM","R",2190
"2020-06-11","NY","D",17191
"2020-06-11","NY","R",11509
"2020-06-11","NC","D",7463
"2020-06-11","NC","R",9052
"2020-06-11","ND","D",264
"2020-06-11","ND","R",1263
"2020-06-11","OH","D",6489
"2020-06-11","OH","R",10126
"2020-06-11","OK","D",1491
"2020-06-11","OK","R",4039
"2020-06-11","OR","D",5421
"2020-06-11","OR","R",3601
"2020-06-11","PA","D",9532
"2020-06-11","PA","R",10847
"2020-06-11","RI","D",977
"2020-06-11","RI","R",1206
"2020-06-11","SC","D",2459
"2020-06-11","SC","R",5044
"2020-06-11","SD","D",320
"2020-06-11","SD","R",1245
"2020-06-11","TN","D",3175
"2020-06-11","TN","R",6686
"2020-06-11","TX","D",12392
"2020-06-11","TX","R",26212
"2020-06-11","UT","D",1787
"2020-06-11","UT","R",2647
"2020-06-11","VT","D",1034
"2020-06-11","VT","R",1027
"2020-06-11","VA","D",6460
"2020-06-11","VA","R",6368
"2020-06-11","DC","D",1589
"2020-06-11","DC","R",1000
"2020-06-11","WA","D",8648
"2020-06-11","WA","R",6148
"2020-06-11","WV","D",756
"2020-06-11","WV","R",2226
"2020-06-11","WI","D",3789
"2020-06-11","WI","R",5288
"2020-06-11","WY","D",264
"2020-06-11","WY","R",1263
"2020-06-12","AL","D",1311
"2020-06-12","AL","R",6262
"2020-06-12","AK","D",412
"2020-06-12","AK","R",1333
"2020-06-12","AZ","D",4661
"2020-06-12","AZ","R",8581
"2020-06-12","AR","D",965
"2020-06-12","AR","R",3780
"2020-06-12","CA","D",27757
"2020-06-12","CA","R",25921
"2020-06-12","CO","D",4852
"2020-06-12","CO","R",4993
"2020-06-12","CT","D",3035
"2020-06-12","CT","R",2601
"2020-06-12","DE","D",791
"2020-06-12","DE","R",1316
"2020-06-12","FL","D",12706
"2020-06-12","FL","R",29838
"2020-06-12","GA","D",4651
"2020-06-12","GA","R",11745
"2020-06-12","HI","D",736
"2020-06-12","HI","R",1419
"2020-06-12","ID","D",788
"2020-06-12","ID","R",2347
"2020-06-12","IL","D",6830
"2020-06-12","IL","R",8695
"2020-06-12","IN","D",2615
"2020-06-12","IN","R",6468
"2020-06-12","IA","D",1534
"2020-06-12","IA","R",3314
"2020-06-12","KS","D",1400
"2020-06-12","KS","R",3111
"2020-06-12","KY","D",1725
"2020-06-12","KY","R",4899
"2020-06-12","LA","D",1228
"2020-06-12","LA","R",4985
"2020-06-12","ME","D",1457
"2020-06-12","ME","R",1941
"2020-06-12","MD","D",4603
"2020-06-12","MD","R",3763
"2020-06-12","MA","D",7329
"2020-06-12","MA","R",4207
"2020-06-12","MI","D",6197
"2020-06-12","MI","R",10459
"2020-06-12","MN","D",3373
"2020-06-12","MN","R",4856
"2020-06-12","MS","D",516
"2020-06-12","MS","R",3585
"2020-06-12","MO","D",2800
"2020-06-12","MO","R",6229
"2020-06-12","MT","D",603
"2020-06-12","MT","R",1680
"2020-06-12","NE","D",807
"2020-06-12","NE","R",2235
"2020-06-12","NV","D",1530
"2020-06-12","NV","R",3737
"2020-06-12","NH","D",1285
"2020-06-12","NH","R",1814
"2020-06-12","NJ","D",5291
"2020-06-12","NJ","R",6459
"2020-06-12","NM","D",1328
"2020-06-12","NM","R",2416
"2020-06-12","NY","D",14740
"2020-06-12","NY","R",12820
"2020-06-12","NC","D",6630
"2020-06-12","NC","R",11031
"2020-06-12","ND","D",209
"2020-06-12","ND","R",1335
"2020-06-12","OH","D",5412
"2020-06-12","OH","R",11674
"2020-06-12","OK","D",1356
"2020-06-12","OK","R",5090
"2020-06-12","OR","D",4395
"2020-06-12","OR","R",3803
"2020-06-12","PA","D",8338
"2020-06-12","PA","R",12630
"2020-06-12","RI","D",901
"2020-06-12","RI","R",1266
"2020-06-12","SC","D",2126
"2020-06-12","SC","R",5695
"2020-06-12","SD","D",265
"2020-06-12","SD","R",1341
"2020-06-12","TN","D",2650
"2020-06-12","TN","R",7695
"2020-06-12","TX","D",10583
"2020-06-12","TX","R",30228
"2020-06-12","UT","D",1474
"2020-06-12","UT","R",2689
"2020-06-12","VT","D",923
"2020-06-12","VT","R",1050
"2020-06-12","VA","D",5617
"2020-06-12","VA","R",7115
"2020-06-12","DC","D",1332
"2020-06-12","DC","R",1001
"2020-06-12","WA","D",7151
"2020-06-12","WA","R",6573
"2020-06-12","WV","D",633
"2020-06-12","WV","R",2576
"2020-06-12","WI","D",3217
"2020-06-12","WI","R",5738
"2020-06-12","WY","D",211
"2020-06-12","WY","R",1286
"2020-06-13","AL","D",1193
"2020-06-13","AL","R",10996
"2020-06-13","AK","D",392
"2020-06-13","AK","R",1958
"2020-06-13","AZ","D",4143
"2020-06-13","AZ","R",14208
"2020-06-13","AR","D",910
"2020-06-13","AR","R",6667
"2020-06-13","CA","D",26049
"2020-06-13","CA","R",45447
"2020-06-13","CO","D",4437
"2020-06-13","CO","R",8691
"2020-06-13","CT","D",2620
"2020-06-13","CT","R",4300
"2020-06-13","DE","D",687
"2020-06-13","DE","R",1861
"2020-06-13","FL","D",11037
"2020-06-13","FL","R",48271
"2020-06-13","GA","D",4295
"2020-06-13","GA","R",19711
"2020-06-13","HI","D",667
"2020-06-13","HI","R",2098
"2020-06-13","ID","D",711
"2020-06-13","ID","R",4046
"2020-06-13","IL","D",6236
"2020-06-13","IL","R",16420
"2020-06-13","IN","D",2394
"2020-06-13","IN","R",12003
"2020-06-13","IA","D",1370
"2020-06-13","IA","R",5143
"2020-06-13","KS","D",1276
"2020-06-13","KS","R",5333
"2020-06-13","KY","D",1589
"2020-06-13","KY","R",8159
"2020-06-13","LA","D",1130
"2020-06-13","LA","R",8524
"2020-06-13","ME","D",1176
"2020-06-13","ME","R",2862
"2020-06-13","MD","D",4027
"2020-06-13","MD","R",6356
"2020-06-13","MA","D",6309
"2020-06-13","MA","R",7473
"2020-06-13","MI","D",5553
"2020-06-13","MI","R",17468
"2020-06-13","MN","D",3147
"2020-06-13","MN","R",8292
"2020-06-13","MS","D",484
"2020-06-13","MS","R",6087
"2020-06-13","MO","D",2629
"2020-06-13","MO","R",11512
"2020-06-13","MT","D",563
"2020-06-13","MT","R",2589
"2020-06-13","NE","D",745
"2020-06-13","NE","R",3557
"2020-06-13","NV","D",1404
"2020-06-13","NV","R",5949
"2020-06-13","NH","D",1094
"2020-06-13","NH","R",2667
"2020-06-13","NJ","D",4621
"2020-06-13","NJ","R",11217
"2020-06-13","NM","D",1215
"2020-06-13","NM","R",3656
"2020-06-13","NY","D",13230
"2020-06-13","NY","R",22741
"2020-06-13","NC","D",5716
"2020-06-13","NC","R",17916
"2020-06-13","ND","D",193
"2020-06-13","ND","R",1957
"2020-06-13","OH","D",4975
"2020-06-13","OH","R",20012
"2020-06-13","OK","D",1348
"2020-06-13","OK","R",9722
"2020-06-13","OR","D",4338
"2020-06-13","OR","R",6874
"2020-06-13","PA","D",7120
"2020-06-13","PA","R",20026
"2020-06-13","RI","D",778
"2020-06-13","RI","R",1777
"2020-06-13","SC","D",1954
"2020-06-13","SC","R",10399
"2020-06-13","SD","D",242
"2020-06-13","SD","R",1906
"2020-06-13","TN","D",2386
"2020-06-13","TN","R",13991
"2020-06-13","TX","D",9681
"2020-06-13","TX","R",53831
"2020-06-13","UT","D",1368
"2020-06-13","UT","R",5257
"2020-06-13","VT","D",776
